Data_Coleta,plot,Modelo,Bloco,ID_Parc,Subparcela,N_reg,small,big,fieldname,sp,Author,species,Family,Disp,lifeform,origin
01/mai/15,23,1_NAT,3,41,5,2,2,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,23,1_NAT,3,42,6,17,17,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,23,1_NAT,3,37,1,1,1,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,23,1_NAT,3,40,4,1,1,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,23,1_NAT,3,42,6,1,1,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,23,1_NAT,3,37,1,2,2,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,23,1_NAT,3,38,2,2,2,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,23,1_NAT,3,39,3,1,1,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,23,1_NAT,3,40,4,1,0,1,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,23,1_NAT,3,42,6,3,3,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,24,2_NEColheita,3,46,4,1,1,0,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
01/mai/15,24,2_NEColheita,3,43,1,1,0,1,Assapeixe,Asteraceae sp.9,,Asteraceae sp.9 ,Asteraceae,Abiotic,Arbusto,Não ID
01/mai/15,24,2_NEColheita,3,43,1,1,1,0,Coleta 24,Asteraceae sp.1,,Asteraceae sp.1 ,Asteraceae,Abiotic,Arbusto,Não ID
01/mai/15,24,2_NEColheita,3,46,4,2,1,1,Assapeixe,Asteraceae sp.9,,Asteraceae sp.9 ,Asteraceae,Abiotic,Arbusto,Não ID
01/mai/15,24,2_NEColheita,3,47,5,1,1,0,Assapeixe,Asteraceae sp.9,,Asteraceae sp.9 ,Asteraceae,Abiotic,Arbusto,Não ID
01/mai/15,24,2_NEColheita,3,43,1,1,0,1,Coleta 37,Cordia sp.,L.,Cordia sp. L.,Boraginaceae,NA,tree,Não ID
01/mai/15,24,2_NEColheita,3,43,1,1,1,0,Coleta 58,Hyeronima alchorneoides,Allemão,Hyeronima alchorneoides Allemão,Euphorbiaceae,Zoo,tree,Nativa
01/mai/15,24,2_NEColheita,3,43,1,1,1,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,24,2_NEColheita,3,43,1,1,1,0,mundururú-branco,Miconia sp.2,Ruiz & Pav.,Miconia sp.2 Ruiz & Pav.,Melastomataceae,Zoo,tree,Não ID
01/mai/15,24,2_NEColheita,3,44,2,1,1,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,24,2_NEColheita,3,44,2,1,1,0,pequi-solteiro,Miconia cinnamomifolia,(DC.) Naudin,Miconia cinnamomifolia (DC.) Naudin,Melastomataceae,Zoo,tree,Nativa
01/mai/15,24,2_NEColheita,3,45,3,1,1,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,24,2_NEColheita,3,46,4,6,6,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,24,2_NEColheita,3,47,5,7,7,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,24,2_NEColheita,3,48,6,2,2,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,24,2_NEColheita,3,48,6,3,3,0,pequi-solteiro,Miconia cinnamomifolia,(DC.) Naudin,Miconia cinnamomifolia (DC.) Naudin,Melastomataceae,Zoo,tree,Nativa
01/mai/15,24,2_NEColheita,3,43,1,2,2,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,24,2_NEColheita,3,43,1,1,1,0,Coleta 38,Acnistus arborescens,(L.) Schltdl.,Acnistus arborescens (L.) Schltdl.,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,24,2_NEColheita,3,48,6,1,1,0,Corana,Acnistus arborescens,(L.) Schltdl.,Acnistus arborescens (L.) Schltdl.,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,24,2_NEColheita,3,44,2,1,1,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,27,3_NE_semcolheita,6,103,1,1,1,0,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
01/mai/15,27,3_NE_semcolheita,6,107,5,3,2,1,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
01/mai/15,27,3_NE_semcolheita,6,104,2,1,1,0,Coleta 62,Asteraceae sp.2,,Asteraceae sp.2 ,Asteraceae,Abiotic,tree,Não ID
01/mai/15,27,3_NE_semcolheita,6,105,3,1,0,1,Assapeixe,Asteraceae sp.9,,Asteraceae sp.9 ,Asteraceae,Abiotic,Arbusto,Não ID
01/mai/15,27,3_NE_semcolheita,6,106,4,1,0,1,Assapeixe,Asteraceae sp.9,,Asteraceae sp.9 ,Asteraceae,Abiotic,Arbusto,Não ID
01/mai/15,27,3_NE_semcolheita,6,106,4,2,1,1,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,27,3_NE_semcolheita,6,107,5,2,2,0,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,27,3_NE_semcolheita,6,108,6,1,1,0,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,27,3_NE_semcolheita,6,107,5,1,1,0,capianga,Vismia guianensis,(Aubl.) Choisy,Vismia guianensis (Aubl.) Choisy,Hypericaceae,Zoo,tree,Nativa
01/mai/15,27,3_NE_semcolheita,6,108,6,1,1,0,Muricí,Byrsonima sericea,DC.,Byrsonima sericea DC.,Malpighiaceae,Zoo,tree,Nativa
01/mai/15,27,3_NE_semcolheita,6,103,1,7,5,2,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,27,3_NE_semcolheita,6,104,2,1,1,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,27,3_NE_semcolheita,6,105,3,2,2,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,27,3_NE_semcolheita,6,105,3,2,2,0,pequi-solteiro,Miconia cinnamomifolia,(DC.) Naudin,Miconia cinnamomifolia (DC.) Naudin,Melastomataceae,Zoo,tree,Nativa
01/mai/15,27,3_NE_semcolheita,6,106,4,6,5,1,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,27,3_NE_semcolheita,6,106,4,1,1,0,mundururú-preto,Miconia serrulata,(DC.) Naudin,Miconia serrulata (DC.) Naudin,Melastomataceae,Zoo,tree,Nativa
01/mai/15,27,3_NE_semcolheita,6,107,5,6,5,1,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,27,3_NE_semcolheita,6,108,6,12,2,10,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,27,3_NE_semcolheita,6,107,5,1,1,0,Ficus ,Ficus obtusiuscula,(Miq.) Miq.,Ficus obtusiuscula (Miq.) Miq.,Moraceae,Zoo,tree,Nativa
01/mai/15,27,3_NE_semcolheita,6,107,5,2,1,1,Coleta 60,Ficus obtusiuscula,(Miq.) Miq.,Ficus obtusiuscula (Miq.) Miq.,Moraceae,Zoo,tree,Nativa
01/mai/15,27,3_NE_semcolheita,6,104,2,7,4,3,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,27,3_NE_semcolheita,6,105,3,2,1,1,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,27,3_NE_semcolheita,6,106,4,2,2,0,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,27,3_NE_semcolheita,6,107,5,2,2,0,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,27,3_NE_semcolheita,6,108,6,1,1,0,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,27,3_NE_semcolheita,6,105,3,1,1,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,27,3_NE_semcolheita,6,108,6,2,0,2,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,27,3_NE_semcolheita,6,103,1,5,5,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,27,3_NE_semcolheita,6,105,3,4,4,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,27,3_NE_semcolheita,6,106,4,2,2,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,27,3_NE_semcolheita,6,107,5,2,1,1,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,28,2_NEColheita,6,98,2,1,1,0,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
01/mai/15,28,2_NEColheita,6,100,4,1,1,0,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
01/mai/15,28,2_NEColheita,6,97,1,1,0,1,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,28,2_NEColheita,6,98,2,1,1,0,Trema micrantha,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,28,2_NEColheita,6,99,3,2,2,0,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,28,2_NEColheita,6,101,5,5,4,1,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,28,2_NEColheita,6,102,6,3,1,2,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,28,2_NEColheita,6,101,5,1,0,1,capianga,Vismia guianensis,(Aubl.) Choisy,Vismia guianensis (Aubl.) Choisy,Hypericaceae,Zoo,tree,Nativa
01/mai/15,28,2_NEColheita,6,97,1,1,0,1,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,28,2_NEColheita,6,98,2,4,2,2,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,28,2_NEColheita,6,99,3,2,2,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,28,2_NEColheita,6,100,4,3,2,1,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,28,2_NEColheita,6,101,5,2,2,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,28,2_NEColheita,6,102,6,3,0,3,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,28,2_NEColheita,6,100,4,1,1,0,Araçá folha grande,Psidium guineense,Sw.,Psidium guineense Sw.,Myrtaceae,Zoo,tree,Nativa
01/mai/15,28,2_NEColheita,6,97,1,1,0,1,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,28,2_NEColheita,6,98,2,3,2,1,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,28,2_NEColheita,6,99,3,10,10,0,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,28,2_NEColheita,6,100,4,2,1,1,Coleta 8,Piper malacophyllum,(C.Presl) C.DC.,Piper malacophyllum (C.Presl) C.DC.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,28,2_NEColheita,6,100,4,9,6,3,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,28,2_NEColheita,6,100,4,1,1,0,Piper simples,Piper malacophyllum,(C.Presl) C.DC.,Piper malacophyllum (C.Presl) C.DC.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,28,2_NEColheita,6,101,5,1,1,0,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,28,2_NEColheita,6,102,6,5,4,1,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,28,2_NEColheita,6,97,1,1,0,1,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,28,2_NEColheita,6,101,5,1,1,0,Jurubeba,Solanum polytrichum,Moric.,Solanum polytrichum Moric.,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,28,2_NEColheita,6,98,2,1,1,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,28,2_NEColheita,6,100,4,4,3,1,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,28,2_NEColheita,6,100,4,2,1,1,Embaúba-vermelha,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,28,2_NEColheita,6,101,5,1,1,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,28,2_NEColheita,6,101,5,1,1,0,Embaúba-vermelha,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,28,2_NEColheita,6,102,6,1,1,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,28,2_NEColheita,6,97,1,1,1,0,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
01/mai/15,30,1_NAT,6,93,3,1,1,0,aroeira-pimenteira,Schinus terebinthifolia,Raddi,Schinus terebinthifolia Raddi,Anacardiaceae,Zoo,tree,Nativa
01/mai/15,30,1_NAT,6,91,1,5,3,2,Folha coração ,Asteraceae sp.1,,Asteraceae sp.1 ,Asteraceae,Abiotic,Arbusto,Não ID
01/mai/15,30,1_NAT,6,93,3,4,2,2,Folha coração,Asteraceae sp.1,,Asteraceae sp.1 ,Asteraceae,Abiotic,Arbusto,Não ID
01/mai/15,30,1_NAT,6,92,2,3,3,0,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,30,1_NAT,6,93,3,1,1,0,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,30,1_NAT,6,93,3,3,3,0,corindiba,Trema micrantha,(L.) Blume,Trema micrantha (L.) Blume,Cannabaceae,Zoo,tree,Nativa
01/mai/15,30,1_NAT,6,92,2,1,1,0,Alchornea,Alchornea glandulosa,Poepp. & Endl.,Alchornea glandulosa Poepp. & Endl.,Euphorbiaceae,Zoo,tree,Nativa
01/mai/15,30,1_NAT,6,93,3,2,2,0,Coleta 82,Hyeronima alchorneoides,Allemão,Hyeronima alchorneoides Allemão,Euphorbiaceae,Zoo,tree,Nativa
01/mai/15,30,1_NAT,6,94,4,1,1,0,Alchornea,Alchornea glandulosa,Poepp. & Endl.,Alchornea glandulosa Poepp. & Endl.,Euphorbiaceae,Zoo,tree,Nativa
01/mai/15,30,1_NAT,6,92,2,1,1,0,capianga,Vismia guianensis,(Aubl.) Choisy,Vismia guianensis (Aubl.) Choisy,Hypericaceae,Zoo,tree,Nativa
01/mai/15,30,1_NAT,6,95,5,1,1,0,capianga,Vismia guianensis,(Aubl.) Choisy,Vismia guianensis (Aubl.) Choisy,Hypericaceae,Zoo,tree,Nativa
01/mai/15,30,1_NAT,6,91,1,11,11,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,30,1_NAT,6,92,2,5,5,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,30,1_NAT,6,93,3,2,2,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,30,1_NAT,6,93,3,1,1,0,Mundururú-colorido,Leandra sp.,Raddi,Leandra sp. Raddi,Melastomataceae,Zoo,Arbusto,Não ID
01/mai/15,30,1_NAT,6,95,5,5,5,0,Agapirim ou folha-fogo,Clidemia hirta,(L.) D.Don,Clidemia hirta (L.) D.Don,Melastomataceae,Zoo,Arbusto,Nativa
01/mai/15,30,1_NAT,6,94,4,7,7,0,Araçá folha grande,Psidium guineense,Sw.,Psidium guineense Sw.,Myrtaceae,Zoo,tree,Nativa
01/mai/15,30,1_NAT,6,92,2,1,1,0,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,30,1_NAT,6,92,2,1,1,0,Piper simples,Piper malacophyllum,(C.Presl) C.DC.,Piper malacophyllum (C.Presl) C.DC.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,30,1_NAT,6,93,3,2,2,0,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,30,1_NAT,6,95,5,5,4,1,Piper redondo,Piper umbellatum,L.,Piper umbellatum L.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,30,1_NAT,6,95,5,1,1,0,Piper simples,Piper malacophyllum,(C.Presl) C.DC.,Piper malacophyllum (C.Presl) C.DC.,Piperaceae,Zoo,Arbusto,Nativa
01/mai/15,30,1_NAT,6,91,1,1,1,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,30,1_NAT,6,93,3,1,1,0,Cajussara,Solanum rugosum,Dunal,Solanum rugosum Dunal,Solanaceae,Zoo,Arbusto,Nativa
01/mai/15,30,1_NAT,6,91,1,1,0,1,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,30,1_NAT,6,92,2,8,7,1,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,30,1_NAT,6,93,3,1,1,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,30,1_NAT,6,94,4,4,4,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,30,1_NAT,6,95,5,3,3,0,Embaúba-branca,Cecropia sp.,Loefl.,Cecropia sp. Loefl.,Urticaceae,Zoo,tree,Não ID
01/mai/15,30,1_NAT,6,92,2,2,2,0,Lantana ,Lantana camara,L.,Lantana camara L.,Verbenaceae,Zoo,Arbusto,Nativa
01/mai/15,30,1_NAT,6,96,6,1,1,0,Lantana ,Lantana camara,L.,Lantana camara L.,Verbenaceae,Zoo,Arbusto,Nativa
01/mai/15,30,1_NAT,6,91,1,1,1,0,matataúba ou mandiocão,Schefflera morototoni,(Aubl.) Maguire et al.,Schefflera morototoni (Aubl.) Maguire et al.,Araliaceae,Zoo,tree,Nativa
